epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,630.596,0.56281,0.43059,0.93173,0.38897,0.38596,0.33524,0.1617,2.54526,2.45666,2.52977,0.000514491,0.000514491,0.000514491
183,633.94,0.59027,0.45579,0.95823,0.40634,0.36585,0.34593,0.17122,2.55698,2.38619,2.58649,0.000509438,0.000509438,0.000509438
184,637.311,0.63625,0.48202,0.98122,0.45211,0.44421,0.38265,0.15818,2.64003,2.36707,2.77977,0.000504386,0.000504386,0.000504386
185,640.679,0.62029,0.45978,0.96103,0.46636,0.39872,0.35155,0.14947,2.68019,2.54281,2.8683,0.000499333,0.000499333,0.000499333
186,644.046,0.57408,0.43563,0.93534,0.51117,0.41627,0.36996,0.16598,2.68874,2.65649,2.74685,0.000494281,0.000494281,0.000494281
187,647.388,0.60455,0.45222,0.97385,0.61224,0.42147,0.43992,0.16374,2.67503,2.34658,2.67984,0.000489228,0.000489228,0.000489228
188,650.754,0.59386,0.43876,0.92088,0.63642,0.49442,0.49779,0.22314,2.60156,2.11405,2.57647,0.000484176,0.000484176,0.000484176
189,654.133,0.64584,0.50963,0.99927,0.60045,0.52472,0.47839,0.22317,2.46445,2.17491,2.45261,0.000479123,0.000479123,0.000479123
190,657.534,0.56622,0.45059,0.94354,0.50429,0.49442,0.39865,0.18681,2.53901,2.21627,2.51127,0.000474071,0.000474071,0.000474071
191,660.931,0.58264,0.44881,0.94157,0.58601,0.45933,0.42706,0.19982,2.47375,2.14066,2.43085,0.000469018,0.000469018,0.000469018
192,664.335,0.60302,0.46598,0.95123,0.62853,0.52472,0.48812,0.2238,2.48712,2.05085,2.43355,0.000463966,0.000463966,0.000463966
193,667.708,0.60654,0.43473,0.96011,0.66839,0.49442,0.47546,0.21563,2.52284,2.18064,2.5038,0.000458913,0.000458913,0.000458913
194,671.092,0.58855,0.43223,0.94998,0.73129,0.37951,0.43773,0.21206,2.56461,2.18388,2.4851,0.000453861,0.000453861,0.000453861
195,674.458,0.58699,0.43825,0.93419,0.61157,0.45986,0.45155,0.19919,2.51888,2.0849,2.39403,0.000448808,0.000448808,0.000448808
196,677.857,0.56899,0.42551,0.9426,0.60681,0.51176,0.48681,0.21942,2.42742,1.96026,2.32983,0.000443756,0.000443756,0.000443756
197,681.236,0.58033,0.44698,0.93387,0.54894,0.51234,0.49555,0.23887,2.40292,1.80439,2.25465,0.000438703,0.000438703,0.000438703
198,684.619,0.58484,0.41926,0.95343,0.55234,0.49442,0.50489,0.24493,2.46351,1.77182,2.30887,0.00043365,0.00043365,0.00043365
199,688.012,0.58281,0.43368,0.94203,0.54911,0.597,0.55029,0.23688,2.39685,1.76185,2.25556,0.000428598,0.000428598,0.000428598
200,691.449,0.58905,0.4088,0.95143,0.6381,0.51196,0.53301,0.23267,2.38563,1.82524,2.19727,0.000423545,0.000423545,0.000423545
201,694.84,0.55485,0.4221,0.92903,0.61627,0.51196,0.51966,0.21186,2.47493,1.95306,2.30063,0.000418493,0.000418493,0.000418493
202,698.198,0.56132,0.4242,0.92845,0.57051,0.46411,0.47368,0.19813,2.57585,2.02154,2.41886,0.00041344,0.00041344,0.00041344
203,701.551,0.58473,0.40379,0.95795,0.44841,0.48644,0.45316,0.20373,2.54296,1.91681,2.39039,0.000408388,0.000408388,0.000408388
204,704.974,0.58433,0.40232,0.93621,0.46309,0.37321,0.38103,0.16355,2.56952,2.04719,2.45403,0.000403335,0.000403335,0.000403335
205,708.357,0.54999,0.42944,0.94459,0.39107,0.37529,0.30274,0.11875,2.79965,2.45053,2.6464,0.000398283,0.000398283,0.000398283
206,711.744,0.55189,0.42571,0.91574,0.53382,0.45367,0.4312,0.18216,2.64381,2.08439,2.52318,0.00039323,0.00039323,0.00039323
207,715.119,0.56501,0.39336,0.93087,0.48123,0.43381,0.43167,0.1969,2.65018,1.95052,2.50877,0.000388178,0.000388178,0.000388178
208,718.51,0.53862,0.39866,0.92528,0.45586,0.38118,0.38076,0.18046,2.5522,2.13166,2.33534,0.000383125,0.000383125,0.000383125
209,721.982,0.54757,0.4204,0.93128,0.53929,0.44657,0.38681,0.17975,2.55857,2.06997,2.36265,0.000378073,0.000378073,0.000378073
210,725.36,0.57975,0.44067,0.92797,0.58625,0.48889,0.43836,0.18902,2.62454,2.05168,2.42233,0.00037302,0.00037302,0.00037302
211,728.739,0.55807,0.41152,0.92637,0.52003,0.49815,0.42794,0.17865,2.63789,2.03277,2.42477,0.000367967,0.000367967,0.000367967
212,732.13,0.54258,0.40887,0.9524,0.68587,0.46411,0.46007,0.19251,2.55558,1.98774,2.39248,0.000362915,0.000362915,0.000362915
213,735.484,0.52503,0.40639,0.93087,0.68008,0.46411,0.48352,0.20128,2.57804,1.9798,2.41086,0.000357862,0.000357862,0.000357862
214,738.851,0.52666,0.42771,0.92377,0.59024,0.49828,0.48635,0.20536,2.64181,2.02645,2.45963,0.00035281,0.00035281,0.00035281
215,742.225,0.54293,0.40177,0.94151,0.70669,0.51196,0.51471,0.21395,2.652,2.08791,2.46556,0.000347757,0.000347757,0.000347757
216,745.611,0.53777,0.40125,0.91285,0.67968,0.54173,0.51912,0.2257,2.4948,1.96264,2.29268,0.000342705,0.000342705,0.000342705
217,748.982,0.53608,0.39991,0.92808,0.82921,0.4462,0.52849,0.22645,2.49065,1.99416,2.35151,0.000337652,0.000337652,0.000337652
218,752.356,0.54888,0.39053,0.921,0.75397,0.48954,0.55471,0.23502,2.49748,1.95767,2.39796,0.0003326,0.0003326,0.0003326
219,755.772,0.53122,0.39602,0.92563,0.65955,0.55198,0.57335,0.25201,2.55077,1.86843,2.42865,0.000327547,0.000327547,0.000327547
220,759.238,0.53915,0.38427,0.93243,0.65269,0.51838,0.5204,0.24129,2.52956,1.85761,2.41267,0.000322495,0.000322495,0.000322495
221,762.607,0.50663,0.39439,0.92276,0.65989,0.50503,0.49747,0.2083,2.54361,1.99658,2.43016,0.000317442,0.000317442,0.000317442
222,765.967,0.52665,0.39206,0.91397,0.60604,0.46411,0.45954,0.19202,2.56817,2.10391,2.51943,0.00031239,0.00031239,0.00031239
223,769.323,0.5402,0.40035,0.93294,0.62008,0.46151,0.44963,0.16861,2.63702,2.2687,2.57971,0.000307337,0.000307337,0.000307337
224,772.706,0.5452,0.41889,0.93793,0.64214,0.41627,0.39811,0.15252,2.78769,2.30019,2.72006,0.000302285,0.000302285,0.000302285
225,776.077,0.51083,0.38672,0.91178,0.69162,0.41409,0.40494,0.15205,2.76185,2.25369,2.69444,0.000297232,0.000297232,0.000297232
226,779.468,0.54911,0.39582,0.92214,0.64456,0.41049,0.39528,0.15986,2.71325,2.20653,2.66713,0.000292179,0.000292179,0.000292179
227,782.841,0.51695,0.39354,0.91341,0.69152,0.41627,0.44599,0.18776,2.6095,2.26617,2.5514,0.000287127,0.000287127,0.000287127
228,786.267,0.52143,0.37924,0.91403,0.46262,0.50257,0.45467,0.18556,2.63461,2.0482,2.55751,0.000282074,0.000282074,0.000282074
229,789.642,0.5037,0.38072,0.90796,0.53105,0.42105,0.40912,0.17266,2.65549,1.98417,2.54155,0.000277022,0.000277022,0.000277022
230,793.011,0.557,0.42076,0.93666,0.55349,0.51675,0.50414,0.18194,2.60935,1.93741,2.49891,0.000271969,0.000271969,0.000271969
231,796.353,0.49628,0.37511,0.89612,0.60002,0.58675,0.55425,0.20225,2.67118,1.96948,2.5415,0.000266917,0.000266917,0.000266917
232,799.769,0.50796,0.37623,0.91568,0.56289,0.6023,0.56111,0.21196,2.69197,1.94795,2.58674,0.000261864,0.000261864,0.000261864
233,803.161,0.50432,0.36616,0.92494,0.54289,0.60766,0.5362,0.20322,2.67888,1.95119,2.58585,0.000256812,0.000256812,0.000256812
234,806.555,0.54588,0.40035,0.92933,0.60662,0.55981,0.52935,0.19621,2.60732,1.95089,2.50702,0.000251759,0.000251759,0.000251759
235,809.92,0.50328,0.38121,0.90656,0.52382,0.52877,0.48014,0.18632,2.59558,2.00191,2.48702,0.000246707,0.000246707,0.000246707
236,813.307,0.4887,0.36978,0.89968,0.62734,0.45136,0.45505,0.15976,2.5986,2.0185,2.43272,0.000241654,0.000241654,0.000241654
237,816.68,0.50922,0.37145,0.89597,0.6315,0.46411,0.44707,0.17128,2.57408,2.02279,2.43463,0.000236602,0.000236602,0.000236602
238,820.109,0.48986,0.38897,0.93133,0.64872,0.43381,0.44869,0.17142,2.53402,2.16674,2.42435,0.000231549,0.000231549,0.000231549
239,823.469,0.47944,0.3609,0.88973,0.72194,0.40023,0.41852,0.17179,2.50187,2.34238,2.4322,0.000226497,0.000226497,0.000226497
240,826.88,0.45826,0.35972,0.9082,0.63327,0.40351,0.44352,0.16977,2.5241,2.48616,2.49201,0.000221444,0.000221444,0.000221444
241,830.256,0.48966,0.38707,0.90629,0.67809,0.42671,0.45226,0.186,2.53964,2.38023,2.43961,0.000216391,0.000216391,0.000216391
242,833.645,0.49905,0.34744,0.90711,0.61466,0.52157,0.51221,0.19996,2.60255,2.11772,2.4626,0.000211339,0.000211339,0.000211339
243,837.008,0.50475,0.36098,0.92223,0.71715,0.52472,0.52945,0.20341,2.65636,2.00246,2.44902,0.000206286,0.000206286,0.000206286
244,840.41,0.44296,0.32932,0.90266,0.6606,0.49442,0.51838,0.19946,2.62148,2.03127,2.49256,0.000201234,0.000201234,0.000201234
245,843.791,0.47235,0.3558,0.9139,0.68458,0.49411,0.52085,0.19983,2.65658,1.97432,2.4705,0.000196181,0.000196181,0.000196181
246,847.154,0.48816,0.36671,0.90832,0.70603,0.52472,0.55333,0.19709,2.67829,1.8768,2.4497,0.000191129,0.000191129,0.000191129
247,850.599,0.48344,0.36898,0.91985,0.67923,0.52472,0.51469,0.20317,2.68019,1.97107,2.43049,0.000186076,0.000186076,0.000186076
248,853.969,0.49017,0.35085,0.91599,0.71996,0.5496,0.55403,0.20827,2.63968,2.03671,2.43091,0.000181024,0.000181024,0.000181024
249,857.354,0.465,0.34576,0.88526,0.62176,0.52472,0.51772,0.19803,2.60836,2.11184,2.41501,0.000175971,0.000175971,0.000175971
250,860.725,0.47994,0.35268,0.91596,0.65571,0.42903,0.49244,0.19196,2.60557,2.14462,2.42918,0.000170919,0.000170919,0.000170919
251,864.064,0.47816,0.36514,0.92184,0.5828,0.44519,0.47924,0.19443,2.60185,2.10971,2.44416,0.000165866,0.000165866,0.000165866
252,867.495,0.48115,0.35768,0.91059,0.50329,0.50718,0.46242,0.19628,2.64655,2.15,2.54071,0.000160814,0.000160814,0.000160814
253,870.892,0.44905,0.34564,0.88502,0.4985,0.52295,0.45916,0.19739,2.64416,2.09323,2.52675,0.000155761,0.000155761,0.000155761
254,874.224,0.47609,0.36925,0.9183,0.50809,0.51651,0.48574,0.20738,2.63196,2.0377,2.47524,0.000150708,0.000150708,0.000150708
255,877.602,0.46755,0.35025,0.89956,0.58535,0.52845,0.53645,0.20869,2.63455,2.02212,2.46133,0.000145656,0.000145656,0.000145656
256,881.043,0.48335,0.34066,0.8923,0.55146,0.51981,0.51744,0.20499,2.58187,2.12322,2.41619,0.000140603,0.000140603,0.000140603
257,884.429,0.43481,0.33734,0.88453,0.57743,0.47631,0.46963,0.19896,2.515,2.21205,2.39285,0.000135551,0.000135551,0.000135551
258,887.791,0.42933,0.32916,0.90599,0.58283,0.47687,0.47715,0.21527,2.47363,2.18853,2.37081,0.000130498,0.000130498,0.000130498
259,891.173,0.43809,0.33189,0.87199,0.59671,0.47075,0.47536,0.22105,2.46977,2.07898,2.36531,0.000125446,0.000125446,0.000125446
260,894.557,0.48554,0.3587,0.90813,0.64604,0.44657,0.50859,0.22967,2.46385,1.97954,2.35504,0.000120393,0.000120393,0.000120393
261,897.907,0.44531,0.32967,0.8919,0.62791,0.4149,0.45939,0.2204,2.54854,1.93775,2.3937,0.000115341,0.000115341,0.000115341
262,901.261,0.43033,0.30873,0.87481,0.48506,0.48158,0.44735,0.21049,2.56217,1.96099,2.41651,0.000110288,0.000110288,0.000110288
263,904.638,0.42879,0.32319,0.88816,0.49542,0.52213,0.48124,0.20908,2.60448,2.03091,2.44968,0.000105236,0.000105236,0.000105236
264,908.039,0.44847,0.33738,0.89498,0.52122,0.49357,0.46707,0.19789,2.67634,2.17659,2.53535,0.000100183,0.000100183,0.000100183
265,911.478,0.42907,0.32053,0.88009,0.55673,0.47184,0.46488,0.18817,2.65508,2.1527,2.53175,9.51306e-05,9.51306e-05,9.51306e-05
266,914.876,0.43053,0.32346,0.90375,0.56355,0.43941,0.43113,0.183,2.66528,2.2135,2.56395,9.0078e-05,9.0078e-05,9.0078e-05
267,918.268,0.44436,0.35031,0.88282,0.61012,0.38592,0.40639,0.17717,2.63169,2.20931,2.53352,8.50255e-05,8.50255e-05,8.50255e-05
268,921.691,0.4514,0.35579,0.90412,0.59929,0.47165,0.45643,0.18199,2.63107,2.22003,2.51088,7.9973e-05,7.9973e-05,7.9973e-05
269,925.062,0.44963,0.35947,0.89295,0.60201,0.4691,0.46313,0.18829,2.63079,2.17581,2.49487,7.49204e-05,7.49204e-05,7.49204e-05
270,928.41,0.43833,0.32478,0.89089,0.58084,0.50718,0.46644,0.18159,2.66998,2.16806,2.50507,6.98679e-05,6.98679e-05,6.98679e-05
271,932.437,0.43973,0.32077,0.88714,0.66209,0.44657,0.45905,0.17556,2.68452,2.16596,2.52801,6.48154e-05,6.48154e-05,6.48154e-05
272,936.044,0.39194,0.30991,0.84632,0.63528,0.46411,0.4511,0.1734,2.6666,2.24762,2.53023,5.97628e-05,5.97628e-05,5.97628e-05
273,939.4,0.39155,0.30262,0.86587,0.59798,0.46411,0.44353,0.17168,2.68232,2.29719,2.5323,5.47103e-05,5.47103e-05,5.47103e-05
274,942.757,0.37538,0.25873,0.85927,0.48892,0.44657,0.43935,0.17933,2.67093,2.30745,2.5239,4.96578e-05,4.96578e-05,4.96578e-05
275,946.156,0.37205,0.29416,0.85309,0.54511,0.44657,0.43021,0.18589,2.6253,2.29832,2.49409,4.46052e-05,4.46052e-05,4.46052e-05
276,949.513,0.38994,0.28369,0.85817,0.57116,0.44655,0.43446,0.1862,2.5744,2.29671,2.42824,3.95527e-05,3.95527e-05,3.95527e-05
277,952.885,0.3979,0.28452,0.87159,0.56183,0.44317,0.43801,0.17718,2.57362,2.31999,2.44424,3.45001e-05,3.45001e-05,3.45001e-05
278,956.242,0.41904,0.31729,0.8541,0.58512,0.41148,0.42939,0.17584,2.57737,2.34634,2.47365,2.94476e-05,2.94476e-05,2.94476e-05
279,959.605,0.36767,0.28091,0.83346,0.58699,0.41148,0.42586,0.17329,2.58067,2.33707,2.46478,2.43951e-05,2.43951e-05,2.43951e-05
280,963,0.39797,0.282,0.84288,0.55869,0.42903,0.44538,0.18604,2.58252,2.31382,2.44378,1.93425e-05,1.93425e-05,1.93425e-05
