epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,414.161,0.63781,0.47075,0.94735,0.78168,0.51378,0.52267,0.22843,2.52848,1.60583,2.36523,0.000387773,0.000387773,0.000387773
186,416.313,0.59122,0.4562,0.92816,0.90364,0.48498,0.521,0.23957,2.50004,1.73949,2.26408,0.000382115,0.000382115,0.000382115
187,418.465,0.6416,0.49022,0.98428,0.89601,0.49594,0.50597,0.24647,2.37511,1.63645,2.17272,0.000376456,0.000376456,0.000376456
188,420.65,0.59922,0.47273,0.91344,0.79905,0.49511,0.50947,0.24738,2.37031,1.63028,2.16719,0.000370797,0.000370797,0.000370797
189,422.773,0.63857,0.52603,0.96809,0.83245,0.458,0.48762,0.22612,2.40895,1.56617,2.21184,0.000365138,0.000365138,0.000365138
190,424.886,0.59679,0.50562,0.94654,0.75171,0.4992,0.52624,0.23423,2.44335,1.55616,2.27017,0.000359479,0.000359479,0.000359479
191,427.021,0.60365,0.48342,0.93466,0.73698,0.53429,0.53627,0.23271,2.45814,1.5755,2.31527,0.00035382,0.00035382,0.00035382
192,429.23,0.61087,0.48707,0.94671,0.87319,0.48166,0.54015,0.23339,2.43562,1.63451,2.28367,0.000348162,0.000348162,0.000348162
193,431.392,0.61206,0.47737,0.9506,0.67302,0.53656,0.57703,0.25218,2.40888,1.6354,2.26212,0.000342503,0.000342503,0.000342503
194,433.541,0.58958,0.46621,0.94031,0.8361,0.46984,0.53726,0.25703,2.43594,1.60231,2.30993,0.000336844,0.000336844,0.000336844
195,435.711,0.6127,0.49465,0.93591,0.74838,0.4992,0.56607,0.23337,2.48358,1.61806,2.34775,0.000331185,0.000331185,0.000331185
196,437.881,0.61123,0.4958,0.94309,0.71919,0.44633,0.51495,0.22999,2.41246,1.70723,2.37857,0.000325526,0.000325526,0.000325526
197,440.019,0.59477,0.48016,0.92784,0.88572,0.42105,0.50332,0.24206,2.29808,1.60386,2.27803,0.000319867,0.000319867,0.000319867
198,442.16,0.64069,0.48712,0.95654,0.85345,0.51834,0.59829,0.28477,2.23335,1.45227,2.20774,0.000314209,0.000314209,0.000314209
199,444.319,0.62209,0.48999,0.93738,0.79643,0.51675,0.60913,0.29607,2.25421,1.47587,2.20796,0.00030855,0.00030855,0.00030855
200,446.543,0.587,0.46648,0.94169,0.77072,0.51675,0.60159,0.28723,2.31999,1.55056,2.18455,0.000302891,0.000302891,0.000302891
201,448.703,0.59373,0.46227,0.92835,0.76364,0.51675,0.59315,0.27362,2.37197,1.57435,2.21504,0.000297232,0.000297232,0.000297232
202,450.853,0.5902,0.46652,0.92264,0.6884,0.4992,0.55913,0.25051,2.41472,1.64885,2.26039,0.000291573,0.000291573,0.000291573
203,452.979,0.58315,0.45572,0.93474,0.67292,0.47211,0.47598,0.21549,2.48782,1.77218,2.37585,0.000285914,0.000285914,0.000285914
204,455.174,0.60021,0.45341,0.93393,0.72677,0.46582,0.48091,0.20825,2.40525,1.80631,2.35096,0.000280255,0.000280255,0.000280255
205,457.315,0.55519,0.45647,0.92805,0.71506,0.48274,0.48823,0.21272,2.43781,1.80167,2.33883,0.000274597,0.000274597,0.000274597
206,459.44,0.55944,0.43722,0.90061,0.55271,0.49271,0.48614,0.22209,2.55382,1.70298,2.42373,0.000268938,0.000268938,0.000268938
207,461.697,0.57801,0.44013,0.92562,0.5674,0.49326,0.5075,0.22403,2.55415,1.64332,2.38775,0.000263279,0.000263279,0.000263279
208,463.923,0.553,0.43003,0.91915,0.66175,0.50694,0.55363,0.24767,2.45709,1.55777,2.31696,0.00025762,0.00025762,0.00025762
209,466.1,0.55085,0.46359,0.92172,0.72334,0.4992,0.55266,0.2434,2.42399,1.57145,2.30623,0.000251961,0.000251961,0.000251961
210,468.258,0.57375,0.46218,0.92254,0.73576,0.52526,0.6071,0.269,2.39068,1.52693,2.30264,0.000246302,0.000246302,0.000246302
211,470.415,0.61299,0.47319,0.93395,0.74576,0.53429,0.58469,0.2541,2.41892,1.57021,2.35743,0.000240644,0.000240644,0.000240644
212,472.618,0.56811,0.46847,0.9385,0.6927,0.46857,0.51163,0.23814,2.29675,1.75061,2.2834,0.000234985,0.000234985,0.000234985
213,474.783,0.56205,0.4679,0.93599,0.71906,0.49123,0.51749,0.23743,2.29112,1.73859,2.29763,0.000229326,0.000229326,0.000229326
214,476.922,0.55248,0.46207,0.92673,0.76474,0.49123,0.52908,0.2494,2.30464,1.65077,2.28934,0.000223667,0.000223667,0.000223667
215,479.047,0.57331,0.44553,0.94163,0.74492,0.53907,0.55377,0.26204,2.24772,1.51074,2.19449,0.000218008,0.000218008,0.000218008
216,481.214,0.57011,0.44527,0.92075,0.71735,0.51675,0.58012,0.27127,2.31384,1.4618,2.19926,0.000212349,0.000212349,0.000212349
217,483.33,0.54893,0.43633,0.92807,0.62379,0.60116,0.56905,0.26251,2.31791,1.47038,2.19024,0.000206691,0.000206691,0.000206691
218,485.497,0.57866,0.44276,0.9343,0.64458,0.60135,0.56527,0.2519,2.33404,1.49585,2.16979,0.000201032,0.000201032,0.000201032
219,487.612,0.53953,0.43523,0.92282,0.65276,0.53706,0.57246,0.26437,2.34645,1.48318,2.20197,0.000195373,0.000195373,0.000195373
220,489.773,0.5422,0.43375,0.92297,0.76359,0.4992,0.57161,0.27982,2.32758,1.44378,2.1617,0.000189714,0.000189714,0.000189714
221,491.953,0.53686,0.43679,0.92851,0.61699,0.61254,0.60163,0.29555,2.32319,1.42796,2.16046,0.000184055,0.000184055,0.000184055
222,494.147,0.54334,0.40812,0.91831,0.819,0.4992,0.61147,0.30909,2.27986,1.34218,2.12855,0.000178396,0.000178396,0.000178396
223,496.293,0.53995,0.43735,0.92502,0.63239,0.62843,0.62483,0.30124,2.2802,1.36308,2.12037,0.000172738,0.000172738,0.000172738
224,498.483,0.56989,0.4588,0.94476,0.618,0.61244,0.6123,0.29801,2.25878,1.35021,2.1415,0.000167079,0.000167079,0.000167079
225,500.637,0.53646,0.42297,0.9166,0.63841,0.57735,0.60701,0.28826,2.26056,1.40421,2.13235,0.00016142,0.00016142,0.00016142
226,502.758,0.57846,0.4475,0.92154,0.70134,0.57786,0.6072,0.3014,2.24406,1.37145,2.1077,0.000155761,0.000155761,0.000155761
227,504.938,0.54747,0.43741,0.92203,0.66535,0.57861,0.60944,0.29542,2.22274,1.35049,2.10079,0.000150102,0.000150102,0.000150102
228,507.12,0.54831,0.44262,0.92035,0.7944,0.4992,0.60599,0.286,2.26268,1.44765,2.1436,0.000144443,0.000144443,0.000144443
229,509.288,0.5327,0.41652,0.90845,0.78066,0.4992,0.60245,0.27211,2.30253,1.46766,2.17386,0.000138784,0.000138784,0.000138784
230,511.468,0.55416,0.45252,0.93143,0.72047,0.51675,0.59683,0.26608,2.29871,1.50117,2.16288,0.000133126,0.000133126,0.000133126
231,513.615,0.51439,0.39497,0.89904,0.70607,0.50066,0.58624,0.25426,2.31114,1.50052,2.17541,0.000127467,0.000127467,0.000127467
232,515.804,0.53873,0.425,0.91956,0.64677,0.54475,0.59032,0.26415,2.3254,1.48244,2.19362,0.000121808,0.000121808,0.000121808
233,517.934,0.53944,0.41658,0.93249,0.72321,0.51521,0.59121,0.26324,2.36891,1.47496,2.25991,0.000116149,0.000116149,0.000116149
234,520.106,0.56503,0.43879,0.9219,0.60664,0.61091,0.59262,0.25731,2.39174,1.49649,2.30564,0.00011049,0.00011049,0.00011049
235,522.254,0.54739,0.43775,0.93058,0.70097,0.51986,0.57238,0.25065,2.39662,1.53145,2.30797,0.000104831,0.000104831,0.000104831
236,524.469,0.51288,0.41502,0.90257,0.65824,0.48644,0.52849,0.25036,2.39292,1.52007,2.33238,9.91726e-05,9.91726e-05,9.91726e-05
237,526.734,0.52627,0.40519,0.90458,0.58804,0.54718,0.54714,0.25719,2.39255,1.50907,2.3226,9.35138e-05,9.35138e-05,9.35138e-05
238,528.855,0.53116,0.43479,0.93063,0.6281,0.48644,0.52174,0.2525,2.38453,1.52189,2.2974,8.78549e-05,8.78549e-05,8.78549e-05
239,531.033,0.50962,0.39645,0.89583,0.60617,0.54885,0.54344,0.25415,2.37981,1.536,2.27722,8.21961e-05,8.21961e-05,8.21961e-05
240,533.177,0.50415,0.3915,0.91713,0.63309,0.57352,0.59277,0.26667,2.36521,1.56294,2.26026,7.65372e-05,7.65372e-05,7.65372e-05
241,536.409,0.46278,0.354,0.87834,0.82861,0.46023,0.5547,0.26103,2.34544,1.55525,2.22601,7.08784e-05,7.08784e-05,7.08784e-05
242,538.779,0.49792,0.41295,0.90067,0.89727,0.46411,0.56695,0.25952,2.33991,1.58987,2.19814,6.52196e-05,6.52196e-05,6.52196e-05
243,540.923,0.48096,0.37125,0.90587,0.86713,0.46411,0.56156,0.25688,2.33905,1.59609,2.19884,5.95607e-05,5.95607e-05,5.95607e-05
244,543.047,0.49887,0.36271,0.90215,0.88412,0.46411,0.55529,0.25758,2.34149,1.58576,2.21603,5.39019e-05,5.39019e-05,5.39019e-05
245,545.199,0.46847,0.34325,0.86619,0.88314,0.46411,0.552,0.25773,2.32809,1.55876,2.19322,4.8243e-05,4.8243e-05,4.8243e-05
246,547.339,0.44959,0.36866,0.88417,0.88766,0.46411,0.54665,0.25221,2.3453,1.54592,2.21783,4.25842e-05,4.25842e-05,4.25842e-05
247,549.481,0.46278,0.33935,0.88039,0.8942,0.46411,0.54625,0.25015,2.33677,1.5693,2.21155,3.69254e-05,3.69254e-05,3.69254e-05
248,551.612,0.45443,0.36813,0.87533,0.89367,0.46411,0.55133,0.25935,2.32438,1.52804,2.20666,3.12665e-05,3.12665e-05,3.12665e-05
249,553.753,0.45541,0.35156,0.87507,0.89511,0.46411,0.55353,0.26219,2.31465,1.53254,2.19772,2.56077e-05,2.56077e-05,2.56077e-05
250,555.884,0.42592,0.3462,0.87147,0.89639,0.46411,0.55908,0.26256,2.30131,1.53841,2.16864,1.99488e-05,1.99488e-05,1.99488e-05
